name,Phylogeny model,k,Accuracy
61,Persistent,0.8,1.06066653438e-16
62,Persistent,0.8,2.15239849339e-18
63,Persistent,0.8,1.25760723966e-16
64,Persistent,0.8,5.59721095941e-16
65,Persistent,0.8,1.81158975588e-15
66,Persistent,0.8,0.0
67,Persistent,0.8,8.20406923415e-16
68,Persistent,0.8,1.18857725399e-17
69,Persistent,0.8,3.88110676364e-17
70,Persistent,0.8,9.47830897825e-17
71,Persistent,0.8,6.5237473429e-17
72,Persistent,0.8,2.02538955876e-16
73,Persistent,0.8,5.0483528712e-17
74,Persistent,0.8,5.68938015159e-17
75,Persistent,0.8,1.43470570741e-15
76,Persistent,0.8,4.15074450094e-17
77,Persistent,0.8,5.81754823445e-16
78,Persistent,0.8,5.1914425712e-17
79,Persistent,0.8,7.24062149788e-17
80,Persistent,0.8,5.72491531459e-17
81,Persistent,0.8,2.11423767993e-16
82,Persistent,0.8,0.0331416553107
83,Persistent,0.8,0.0
84,Persistent,0.8,5.2594931422e-17
85,Persistent,0.8,4.42349587735e-17
86,Persistent,0.8,3.64917510337e-16
87,Persistent,0.8,1.03464798186e-15
88,Persistent,0.8,2.09882953138e-17
89,Persistent,0.8,9.77573360758e-17
90,Persistent,0.8,1.82250970836e-16
91,Persistent,0.8,4.49157567168e-16
92,Persistent,0.8,1.98847029574e-17
93,Persistent,0.8,6.06196985714e-17
94,Persistent,0.8,7.47230500505e-16
95,Persistent,0.8,2.04438682518e-15
96,Persistent,0.8,0.0
97,Persistent,0.8,1.29769673406e-16
98,Persistent,0.8,7.88852324103e-18
99,Persistent,0.8,0.0
0,Persistent,0.6,5.23260882741e-17
1,Persistent,0.6,8.41204720503e-17
2,Persistent,0.6,3.8751932545e-17
3,Persistent,0.6,0.00498630015656
4,Persistent,0.6,1.04087814181e-16
5,Persistent,0.6,0.00477996306811
6,Persistent,0.6,1.28495753989e-15
7,Persistent,0.6,0.0475794053946
8,Persistent,0.6,3.46980714915e-16
9,Persistent,0.6,8.72980321352e-17
10,Persistent,0.6,2.05002698368e-17
11,Persistent,0.6,0.0185849284049
12,Persistent,0.6,0.0
13,Persistent,0.6,2.00372411711e-16
14,Persistent,0.6,9.55166134885e-16
15,Persistent,0.6,6.97387395708e-17
16,Persistent,0.6,0.0113549719452
17,Persistent,0.6,0.103227181192
18,Persistent,0.6,8.14376162654e-17
19,Persistent,0.6,0.0196792497122
20,Persistent,0.6,5.57467203671e-17
21,Persistent,0.6,1.02758431842e-15
22,Persistent,0.6,1.0559443795e-16
23,Persistent,0.6,1.10549525085e-15
24,Persistent,0.6,0.0195963837344
25,Persistent,0.6,0.0754876357144
26,Persistent,0.6,0.107895959173
27,Persistent,0.6,0.102354996242
28,Persistent,0.6,8.65868651226e-17
29,Persistent,0.6,4.00280370168e-16
30,Persistent,0.6,9.83004682383e-16
31,Persistent,0.6,8.42139704291e-16
32,Persistent,0.6,0.133784215128
33,Persistent,0.6,0.0
34,Persistent,0.6,6.13296513375e-16
35,Persistent,0.6,9.70229464198e-16
36,Persistent,0.6,3.43612702771e-16
37,Persistent,0.6,0.0
38,Persistent,0.6,1.86467967477e-16
39,Persistent,0.6,0.108863941451
40,Persistent,0.6,0.0430000261267
41,Persistent,0.6,9.08354294919e-18
42,Persistent,0.6,6.06408722387e-17
43,Persistent,0.6,3.98259542026e-17
44,Persistent,0.6,0.070055757977
45,Persistent,0.6,6.12431859318e-17
46,Persistent,0.6,0.0788208608731
47,Persistent,0.6,1.221081317e-16
48,Persistent,0.6,0.0
49,Persistent,0.6,0.138664422843
50,Persistent,0.6,0.0612893487727
51,Persistent,0.6,4.64426235674e-16
52,Persistent,0.6,1.68709299773e-17
53,Persistent,0.6,1.13200991098e-16
54,Persistent,0.6,0.04571540665
55,Persistent,0.6,0.0412913510761
56,Persistent,0.6,8.1763684303e-17
57,Persistent,0.6,0.189419934985
58,Persistent,0.6,1.00975895201e-15
59,Persistent,0.6,0.0813748853028
60,Persistent,0.6,1.06075865298e-15
61,Persistent,0.6,0.0578801841802
62,Persistent,0.6,1.11593092123e-16
63,Persistent,0.6,1.68089844133e-16
64,Persistent,0.6,0.101753122617
65,Persistent,0.6,1.63514393543e-15
66,Persistent,0.6,2.55432285478e-16
67,Persistent,0.6,1.09429524845e-15
68,Persistent,0.6,0.0465520573623
69,Persistent,0.6,6.25809661542e-17
70,Persistent,0.6,1.39803512716e-15
71,Persistent,0.6,0.0
72,Persistent,0.6,0.143387694068
73,Persistent,0.6,0.0719511060373
74,Persistent,0.6,0.0703779513224
75,Persistent,0.6,2.03791574009e-16
76,Persistent,0.6,0.11985960183
77,Persistent,0.6,0.0569748022537
78,Persistent,0.6,0.110130202428
79,Persistent,0.6,0.0
80,Persistent,0.6,3.30528139797e-17
81,Persistent,0.6,0.0504641988313
82,Persistent,0.6,0.0944689724724
83,Persistent,0.6,7.26833865083e-17
84,Persistent,0.6,1.65098317475e-16
85,Persistent,0.6,0.0742615147204
86,Persistent,0.6,3.10936143635e-16
87,Persistent,0.6,9.02828232295e-17
88,Persistent,0.6,1.32741634792e-16
89,Persistent,0.6,0.0251476025007
90,Persistent,0.6,0.052277716523
91,Persistent,0.6,0.0863991449285
92,Persistent,0.6,3.14404759707e-17
93,Persistent,0.6,8.57710087937e-17
94,Persistent,0.6,1.84366934874e-15
95,Persistent,0.6,4.10735261985e-16
96,Persistent,0.6,0.0
97,Persistent,0.6,1.85385247723e-17
98,Persistent,0.6,6.62635952247e-16
99,Persistent,0.6,0.058061349809
0,Persistent,0.4,0.0717234931225
1,Persistent,0.4,0.122639302476
2,Persistent,0.4,0.141597046619
3,Persistent,0.4,0.169219709574
4,Persistent,0.4,0.17694176342
5,Persistent,0.4,0.178083288142
6,Persistent,0.4,7.99616207558e-17
7,Persistent,0.4,0.150974690917
8,Persistent,0.4,0.193184002689
9,Persistent,0.4,0.161256586907
10,Persistent,0.4,0.161558494319
11,Persistent,0.4,0.161599034141
12,Persistent,0.4,0.194327012561
13,Persistent,0.4,0.0780979700605
14,Persistent,0.4,1.37596822573e-16
15,Persistent,0.4,0.0377970700823
16,Persistent,0.4,0.0933974655631
17,Persistent,0.4,0.142512273477
18,Persistent,0.4,0.145442834018
19,Persistent,0.4,0.141051389899
20,Persistent,0.4,0.147246221958
21,Persistent,0.4,1.26089502266e-16
22,Persistent,0.4,0.118802425522
23,Persistent,0.4,6.50010238509e-17
24,Persistent,0.4,0.183093322432
25,Persistent,0.4,0.161926377941
26,Persistent,0.4,0.265076435293
27,Persistent,0.4,0.227214736823
28,Persistent,0.4,0.133609651309
29,Persistent,0.4,0.117614945358
30,Persistent,0.4,0.203037216362
31,Persistent,0.4,0.341301390577
32,Persistent,0.4,0.302009104158
33,Persistent,0.4,0.0618171541088
34,Persistent,0.4,0.078793852159
35,Persistent,0.4,0.120006465674
36,Persistent,0.4,7.36312934508e-17
37,Persistent,0.4,0.219920692798
38,Persistent,0.4,0.273095397683
39,Persistent,0.4,0.287007212772
40,Persistent,0.4,0.157972971548
41,Persistent,0.4,0.146070545959
42,Persistent,0.4,0.186487957562
43,Persistent,0.4,0.117033542681
44,Persistent,0.4,0.167947353614
45,Persistent,0.4,0.0967641415922
46,Persistent,0.4,0.225092255335
47,Persistent,0.4,0.151692586991
48,Persistent,0.4,4.94646900657e-17
49,Persistent,0.4,0.258313586907
50,Persistent,0.4,0.167217991308
51,Persistent,0.4,0.248757049459
52,Persistent,0.4,0.208062100084
53,Persistent,0.4,5.50908769481e-17
54,Persistent,0.4,0.177171858893
55,Persistent,0.4,0.12117461222
56,Persistent,0.4,0.0636864364697
57,Persistent,0.4,0.298715650737
58,Persistent,0.4,9.40583259835e-17
59,Persistent,0.4,0.233788079949
60,Persistent,0.4,1.2951288007e-16
61,Persistent,0.4,0.153827298959
62,Persistent,0.4,0.126639998029
63,Persistent,0.4,0.115174035292
64,Persistent,0.4,0.229535813749
65,Persistent,0.4,0.165939067525
66,Persistent,0.4,7.05977541895e-17
67,Persistent,0.4,0.0780214865843
68,Persistent,0.4,0.274268315769
69,Persistent,0.4,0.107652685085
70,Persistent,0.4,0.218040357232
71,Persistent,0.4,0.136088008547
72,Persistent,0.4,0.239213548121
73,Persistent,0.4,0.203027904033
74,Persistent,0.4,0.187715059411
75,Persistent,0.4,0.0266612172305
76,Persistent,0.4,0.25400672156
77,Persistent,0.4,0.219763826516
78,Persistent,0.4,0.237281416111
79,Persistent,0.4,0.201746863844
80,Persistent,0.4,0.0895502695873
81,Persistent,0.4,0.173147926306
82,Persistent,0.4,0.186702009892
83,Persistent,0.4,0.22976639894
84,Persistent,0.4,0.166104302252
85,Persistent,0.4,0.228682544135
86,Persistent,0.4,0.257089199092
87,Persistent,0.4,0.134673731523
88,Persistent,0.4,0.0950478229789
89,Persistent,0.4,0.287908192223
90,Persistent,0.4,0.12999087972
91,Persistent,0.4,0.171064184898
92,Persistent,0.4,0.116909039409
93,Persistent,0.4,0.171678765691
94,Persistent,0.4,0.174908143491
95,Persistent,0.4,0.177747154003
96,Persistent,0.4,0.0484473756112
97,Persistent,0.4,0.151137743401
98,Persistent,0.4,0.142971531224
99,Persistent,0.4,0.223179702228
0,Dollo(2),1.0,7.64425083834e-17
1,Dollo(2),1.0,4.66616423529e-17
2,Dollo(2),1.0,7.75038650901e-17
3,Dollo(2),1.0,0.0
4,Dollo(2),1.0,7.08627497365e-16
5,Dollo(2),1.0,4.12361756375e-17
6,Dollo(2),1.0,1.39066370801e-16
7,Dollo(2),1.0,6.35503307369e-17
8,Dollo(2),1.0,5.46307786533e-17
9,Dollo(2),1.0,1.01673937988e-15
10,Dollo(2),1.0,2.13202806302e-15
11,Dollo(2),1.0,1.21529756163e-16
12,Dollo(2),1.0,1.29330082005e-16
13,Dollo(2),1.0,1.26978755634e-15
14,Dollo(2),1.0,1.19395766861e-15
15,Dollo(2),1.0,4.15435205891e-16
16,Dollo(2),1.0,2.15623597604e-16
17,Dollo(2),1.0,5.4027335547e-17
18,Dollo(2),1.0,3.6420009179e-17
19,Dollo(2),1.0,5.03653706401e-17
20,Dollo(2),1.0,7.35165977318e-17
21,Dollo(2),1.0,8.13904237348e-17
22,Dollo(2),1.0,5.31977093083e-17
23,Dollo(2),1.0,7.96096705966e-17
24,Dollo(2),1.0,1.84138532729e-15
25,Dollo(2),1.0,7.58033906973e-17
26,Dollo(2),1.0,5.02167134764e-17
27,Dollo(2),1.0,8.49135987458e-17
28,Dollo(2),1.0,5.32465760083e-16
29,Dollo(2),1.0,2.96450214997e-16
30,Dollo(2),1.0,0.0
31,Dollo(2),1.0,2.73082509408e-17
32,Dollo(2),1.0,1.33105958316e-16
33,Dollo(2),1.0,0.0
34,Dollo(2),1.0,5.91687289335e-17
35,Dollo(2),1.0,2.4963963154e-17
36,Dollo(2),1.0,1.47752646782e-15
37,Dollo(2),1.0,1.8356133215e-15
38,Dollo(2),1.0,1.10454091273e-16
39,Dollo(2),1.0,1.53842662758e-16
40,Dollo(2),1.0,1.22689641892e-16
41,Dollo(2),1.0,1.0900251539e-16
42,Dollo(2),1.0,5.69063780405e-17
43,Dollo(2),1.0,3.50089681228e-17
44,Dollo(2),1.0,8.23473892403e-17
45,Dollo(2),1.0,3.22519323586e-15
46,Dollo(2),1.0,6.16088894264e-16
47,Dollo(2),1.0,5.30403830263e-17
48,Dollo(2),1.0,3.29764600438e-17
49,Dollo(2),1.0,1.50596358523e-16
50,Dollo(2),1.0,3.76133376814e-17
51,Dollo(2),1.0,1.39006788327e-16
52,Dollo(2),1.0,4.77181959674e-17
53,Dollo(2),1.0,3.67272512987e-17
54,Dollo(2),1.0,5.60008545754e-17
55,Dollo(2),1.0,0.0
56,Dollo(2),1.0,0.0
57,Dollo(2),1.0,1.54421464862e-16
58,Dollo(2),1.0,1.34933544967e-15
59,Dollo(2),1.0,0.0
60,Dollo(2),1.0,1.43067713164e-15
61,Dollo(2),1.0,4.40417806564e-17
62,Dollo(2),1.0,4.04398961899e-17
63,Dollo(2),1.0,1.58876272756e-16
64,Dollo(2),1.0,2.65101672927e-17
65,Dollo(2),1.0,2.1131774682e-15
66,Dollo(2),1.0,9.27836266098e-17
67,Dollo(2),1.0,2.2134483167e-15
68,Dollo(2),1.0,2.80554590863e-15
69,Dollo(2),1.0,6.94273484114e-17
70,Dollo(2),1.0,1.9847079696e-16
71,Dollo(2),1.0,3.36884864186e-17
72,Dollo(2),1.0,2.94079934977e-16
73,Dollo(2),1.0,1.2537428643e-15
74,Dollo(2),1.0,1.11577924666e-16
75,Dollo(2),1.0,1.42643357288e-14
76,Dollo(2),1.0,2.11792584316e-16
77,Dollo(2),1.0,5.37538604012e-16
78,Dollo(2),1.0,4.10419571673e-17
79,Dollo(2),1.0,1.01927054011e-16
80,Dollo(2),1.0,6.19740262119e-17
81,Dollo(2),1.0,7.55344925708e-16
82,Dollo(2),1.0,6.69410770043e-17
83,Dollo(2),1.0,4.71632090079e-17
84,Dollo(2),1.0,1.14443913171e-16
85,Dollo(2),1.0,4.42349587735e-17
86,Dollo(2),1.0,1.30693967743e-16
87,Dollo(2),1.0,1.19950790923e-15
88,Dollo(2),1.0,7.27055876957e-17
89,Dollo(2),1.0,2.3415613988e-16
90,Dollo(2),1.0,3.96525838019e-17
91,Dollo(2),1.0,1.31998063902e-16
92,Dollo(2),1.0,1.95589075826e-16
93,Dollo(2),1.0,0.0
94,Dollo(2),1.0,5.20803252343e-17
95,Dollo(2),1.0,8.23302121615e-17
96,Dollo(2),1.0,0.0
97,Dollo(2),1.0,1.85616834631e-16
98,Dollo(2),1.0,1.48379746123e-15
99,Dollo(2),1.0,2.37577141826e-16
0,Dollo(2),0.8,4.39627075712e-17
1,Dollo(2),0.8,6.73772141591e-16
2,Dollo(2),0.8,1.41059163675e-16
3,Dollo(2),0.8,1.50298976283e-16
4,Dollo(2),0.8,2.05721605925e-17
5,Dollo(2),0.8,2.52518973139e-17
6,Dollo(2),0.8,8.59653423938e-16
7,Dollo(2),0.8,1.36165523973e-16
8,Dollo(2),0.8,1.20683334575e-16
9,Dollo(2),0.8,9.93096231113e-17
10,Dollo(2),0.8,1.23040051023e-15
11,Dollo(2),0.8,2.36080268033e-17
12,Dollo(2),0.8,5.64442752783e-17
13,Dollo(2),0.8,4.43631976157e-17
14,Dollo(2),0.8,1.07456190175e-15
15,Dollo(2),0.8,4.42595347717e-17
16,Dollo(2),0.8,5.79580786318e-17
17,Dollo(2),0.8,0.0294955619065
18,Dollo(2),0.8,1.36575034421e-17
19,Dollo(2),0.8,7.82286247183e-17
20,Dollo(2),0.8,1.73972023025e-16
21,Dollo(2),0.8,0.0
22,Dollo(2),0.8,2.58980523849e-16
23,Dollo(2),0.8,1.17721861069e-15
24,Dollo(2),0.8,1.60273958431e-15
25,Dollo(2),0.8,4.55818540214e-17
26,Dollo(2),0.8,7.26723206117e-16
27,Dollo(2),0.8,3.14631397315e-16
28,Dollo(2),0.8,1.8183662404e-15
29,Dollo(2),0.8,3.29401018864e-16
30,Dollo(2),0.8,1.79994121929e-15
31,Dollo(2),0.8,1.25142127033e-16
32,Dollo(2),0.8,0.0259522277734
33,Dollo(2),0.8,0.0
34,Dollo(2),0.8,7.40151413425e-17
35,Dollo(2),0.8,1.32685284196e-16
36,Dollo(2),0.8,1.24956448576e-15
37,Dollo(2),0.8,8.28171350721e-16
38,Dollo(2),0.8,1.20996394718e-16
39,Dollo(2),0.8,3.25536743124e-17
40,Dollo(2),0.8,5.00878365599e-17
41,Dollo(2),0.8,4.5417714746e-17
42,Dollo(2),0.8,1.77627041891e-16
43,Dollo(2),0.8,2.46309923727e-16
44,Dollo(2),0.8,4.98737169991e-17
45,Dollo(2),0.8,6.64275618123e-17
46,Dollo(2),0.8,4.63473711173e-17
47,Dollo(2),0.8,1.24616683948e-15
48,Dollo(2),0.8,3.29764600438e-17
49,Dollo(2),0.8,0.0624812488561
50,Dollo(2),0.8,1.08851465592e-16
51,Dollo(2),0.8,3.85728183373e-16
52,Dollo(2),0.8,1.2653197483e-17
53,Dollo(2),0.8,0.0
54,Dollo(2),0.8,1.08722897576e-16
55,Dollo(2),0.8,0.0
56,Dollo(2),0.8,5.8960631245e-17
57,Dollo(2),0.8,0.0540872244277
58,Dollo(2),0.8,9.72946889347e-16
59,Dollo(2),0.8,1.56320219054e-16
60,Dollo(2),0.8,9.09500163603e-16
61,Dollo(2),0.8,2.95441246193e-17
62,Dollo(2),0.8,1.72191879471e-17
63,Dollo(2),0.8,9.38201652114e-17
64,Dollo(2),0.8,1.21484848305e-16
65,Dollo(2),0.8,1.09306276457e-16
66,Dollo(2),0.8,0.0
67,Dollo(2),0.8,1.32200774024e-15
68,Dollo(2),0.8,1.14301340931e-15
69,Dollo(2),0.8,4.98537190415e-17
70,Dollo(2),0.8,8.25149056727e-16
71,Dollo(2),0.8,0.0
72,Dollo(2),0.8,3.91238125792e-17
73,Dollo(2),0.8,9.28259132684e-17
74,Dollo(2),0.8,4.46311698665e-17
75,Dollo(2),0.8,1.13922953181e-16
76,Dollo(2),0.8,2.35325093684e-16
77,Dollo(2),0.8,7.32670408919e-16
78,Dollo(2),0.8,9.17726061558e-18
79,Dollo(2),0.8,0.0
80,Dollo(2),0.8,8.99930769578e-16
81,Dollo(2),0.8,9.6501305769e-17
82,Dollo(2),0.8,0.0157185714477
83,Dollo(2),0.8,0.0
84,Dollo(2),0.8,1.10201680527e-16
85,Dollo(2),0.8,1.72033616229e-16
86,Dollo(2),0.8,5.18475737458e-16
87,Dollo(2),0.8,8.241656473e-17
88,Dollo(2),0.8,7.56743749386e-17
89,Dollo(2),0.8,8.62260722413e-17
90,Dollo(2),0.8,9.90248358448e-16
91,Dollo(2),0.8,1.17657638626e-16
92,Dollo(2),0.8,1.06155264747e-16
93,Dollo(2),0.8,6.77418144043e-17
94,Dollo(2),0.8,1.05423249906e-16
95,Dollo(2),0.8,9.31283131968e-17
96,Dollo(2),0.8,0.0
97,Dollo(2),0.8,6.9364808154e-17
98,Dollo(2),0.8,7.58775887629e-16
99,Dollo(2),0.8,2.01465013339e-17
0,Dollo(2),0.6,7.17908008405e-17
1,Dollo(2),0.6,9.61954400429e-17
2,Dollo(2),0.6,7.75038650901e-16
3,Dollo(2),0.6,0.00498630015656
4,Dollo(2),0.6,1.00004337111e-16
5,Dollo(2),0.6,8.80805097723e-17
6,Dollo(2),0.6,7.10825489008e-16
7,Dollo(2),0.6,0.0384891238447
8,Dollo(2),0.6,1.89246568569e-17
9,Dollo(2),0.6,4.23457655767e-17
10,Dollo(2),0.6,1.49638805529e-15
11,Dollo(2),0.6,0.0185849284049
12,Dollo(2),0.6,2.82221376391e-17
13,Dollo(2),0.6,0.0
14,Dollo(2),0.6,7.76072484594e-16
15,Dollo(2),0.6,7.53264479654e-17
16,Dollo(2),0.6,0.0113549719452
17,Dollo(2),0.6,0.0908527895746
18,Dollo(2),0.6,6.30813063101e-17
19,Dollo(2),0.6,0.0196792497122
20,Dollo(2),0.6,5.45213680875e-17
21,Dollo(2),0.6,1.02951647491e-16
22,Dollo(2),0.6,3.00931687964e-17
23,Dollo(2),0.6,0.0
24,Dollo(2),0.6,0.0195963837344
25,Dollo(2),0.6,0.0548296959151
26,Dollo(2),0.6,0.0462897535586
27,Dollo(2),0.6,0.0962075608059
28,Dollo(2),0.6,7.82319169261e-17
29,Dollo(2),0.6,2.38972615948e-16
30,Dollo(2),0.6,1.20206695657e-16
31,Dollo(2),0.6,4.72992780953e-17
32,Dollo(2),0.6,0.149086703111
33,Dollo(2),0.6,4.28909501616e-17
34,Dollo(2),0.6,4.68569774428e-17
35,Dollo(2),0.6,2.79802486952e-16
36,Dollo(2),0.6,1.13460171577e-15
37,Dollo(2),0.6,3.25631835188e-16
38,Dollo(2),0.6,7.4094856944e-17
39,Dollo(2),0.6,0.108863941451
40,Dollo(2),0.6,0.0404611460099
41,Dollo(2),0.6,2.22500452822e-17
42,Dollo(2),0.6,1.73224979575e-16
43,Dollo(2),0.6,8.05519585375e-17
44,Dollo(2),0.6,0.070055757977
45,Dollo(2),0.6,0.0
46,Dollo(2),0.6,0.0995723311433
47,Dollo(2),0.6,5.30403830263e-17
48,Dollo(2),0.6,3.29764600438e-17
49,Dollo(2),0.6,0.138382279004
50,Dollo(2),0.6,0.0611047929511
51,Dollo(2),0.6,1.31873418402e-16
52,Dollo(2),0.6,4.30126005833e-17
53,Dollo(2),0.6,6.36134652717e-17
54,Dollo(2),0.6,0.0584809851696
55,Dollo(2),0.6,0.0322569187514
56,Dollo(2),0.6,3.92467015441e-16
57,Dollo(2),0.6,0.188552711113
58,Dollo(2),0.6,1.00953989159e-15
59,Dollo(2),0.6,0.0813748853028
60,Dollo(2),0.6,9.72499113666e-16
61,Dollo(2),0.6,0.0578801841802
62,Dollo(2),0.6,1.73050697166e-16
63,Dollo(2),0.6,8.3746858402e-17
64,Dollo(2),0.6,0.101753122617
65,Dollo(2),0.6,8.45104615457e-17
66,Dollo(2),0.6,0.0
67,Dollo(2),0.6,4.54381370045e-17
68,Dollo(2),0.6,0.0480572616706
69,Dollo(2),0.6,5.3497364842e-17
70,Dollo(2),0.6,5.41943049535e-17
71,Dollo(2),0.6,0.0
72,Dollo(2),0.6,0.132875172511
73,Dollo(2),0.6,0.0719511060373
74,Dollo(2),0.6,0.0582723957659
75,Dollo(2),0.6,1.30129831828e-16
76,Dollo(2),0.6,0.11985960183
77,Dollo(2),0.6,0.0581017552707
78,Dollo(2),0.6,0.110130202428
79,Dollo(2),0.6,7.84634827614e-17
80,Dollo(2),0.6,2.55090860272e-16
81,Dollo(2),0.6,0.0448212478615
82,Dollo(2),0.6,0.102200870498
83,Dollo(2),0.6,1.29341034229e-16
84,Dollo(2),0.6,8.37661652944e-17
85,Dollo(2),0.6,0.0742615147204
86,Dollo(2),0.6,1.73729121905e-16
87,Dollo(2),0.6,5.52867123625e-17
88,Dollo(2),0.6,4.19765906277e-17
89,Dollo(2),0.6,0.0251476025007
90,Dollo(2),0.6,7.99223377493e-17
91,Dollo(2),0.6,0.0863991449285
92,Dollo(2),0.6,9.94235147871e-18
93,Dollo(2),0.6,1.24909733904e-16
94,Dollo(2),0.6,1.47809780636e-16
95,Dollo(2),0.6,1.90627976849e-16
96,Dollo(2),0.6,2.44159563074e-16
97,Dollo(2),0.6,1.18704477295e-16
98,Dollo(2),0.6,7.88852324103e-18
99,Dollo(2),0.6,0.058061349809
0,Dollo(2),0.4,0.0717234931225
1,Dollo(2),0.4,0.122639302476
2,Dollo(2),0.4,0.141597046619
